company,category,size,title,level,city,url,updated,filename
Paragon,Cybersecurity,l,Opsec Analyst,Analyst,אבן יהודה,https://il.linkedin.com/jobs/view/opsec-analyst-at-paragon-4009700157?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
UVeye,Robotics & Automation,m,Operations Data Specialist,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/operations-data-specialist-at-uveye-4056549438?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
BigID,Cybersecurity,l,Senior Data Platform Engineer,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-data-platform-engineer-at-bigid-4054982905?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
UVeye,Robotics & Automation,m,Data Annotation Specialist,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/data-annotation-specialist-at-uveye-4056551109?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
ICL,Sustainable Technology,l,Senior Compensation Analyst,Analyst,באר שבע,https://il.linkedin.com/jobs/view/senior-compensation-analyst-at-icl-group-4055147237?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
BeeHero,Sustainable Technology,m,Data Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/beehero/78.00E/data-engineer/1A.A40?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Global-e,Productivity,l,Pricing Lead,Manager,פתח תקווה,https://www.comeet.com/jobs/global-e/62.002/pricing-lead/B3.A48?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Checkmarx,Cybersecurity,l,Senior Salesforce Business Analyst,Analyst,רמת גן,https://www.comeet.com/jobs/checkmarx/C0.008/senior-salesforce-business-analyst/E9.B4E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Rapyd Financial Network,Fintech,l,Senior Data Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/senior-data-engineer/78.84A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Plus500,Fintech,l,Product Data Analyst,Analyst,חיפה,https://www.comeet.com/jobs/plus500/A1.00F/product-data-analyst/F5.844?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Jifiti,E-commerce & Retail,m,Business unit Software Manager,Manager,מודיעין-מכבים-רעות,https://www.comeet.com/jobs/jifiti/47.005/business-unit-software-manager/BB.147?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Jifiti,E-commerce & Retail,m,VP Operations,Executive,מודיעין-מכבים-רעות,https://www.comeet.com/jobs/jifiti/47.005/vp-operations/24.A48?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Silverfort,Cybersecurity,l,BI and Data Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/silverfort/54.007/bi-and-data-engineer/B3.C4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Becton Dickinson,Health,m,Country analyst,Analyst,קיסריה,https://il.linkedin.com/jobs/view/country-analyst-at-bd-4055735762?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Wiz,Cybersecurity,l,BI Developer,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/bi-developer-at-wiz-3857541706?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Papaya Global,Productivity,l,BI/Data Engineering Manager,Manager,הרצליה,https://il.linkedin.com/jobs/view/bi-data-engineering-manager-at-papaya-global-4033917409?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Intuit,Fintech,xl,Safety and Security Operations Manager,Manager,פתח תקווה,https://il.linkedin.com/jobs/view/safety-and-security-operations-manager-at-intuit-4054790786?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Pfizer,Health,s,Director Clinical Site Operations,Executive,הרצליה,https://il.linkedin.com/jobs/view/director-clinical-site-operations-at-pfizer-4055822211?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Teva Pharmaceuticals,Health,l,Business Process Analyst Manager,Manager,נתניה,https://il.linkedin.com/jobs/view/business-process-analyst-manager-at-teva-pharmaceuticals-4054422646?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/business.csv
Bookaway,E-commerce & Retail,m,Business Operations Analyst,Analyst,רמת גן,https://www.comeet.com/jobs/Bookaway/64.006/business-operations-analyst/19.94E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
BeeHero,Sustainable Technology,m,Data Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/beehero/78.00E/data-analyst/68.746?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Lusha,AdTech,l,Data Infra Engineering,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/lusha/73.00B/data-infra-engineering/2A.A4C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Cellebrite,Cybersecurity,l,Business Operations Specialist,Analyst,פתח תקווה,https://www.comeet.com/jobs/Cellebrite/C3.00F/business-operations-specialist/F0.C45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Fetcherr,AI/ML,m,Data Engineer,Analyst,נתניה,https://www.comeet.com/jobs/fetcherr/68.006/data-engineer/EC.743-76.406?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Rapyd Financial Network,Fintech,l,Revenue Operations and Enablement Manager,Manager,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/revenue-operations-and-enablement-manager/F0.94F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
eToro,Fintech,l,Risk Market Analyst,Analyst,בני ברק,https://www.comeet.com/jobs/etoro/41.009/risk-market-analyst/2F.B4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Eitan Medical,Health,l,Operations Excellence and NPI Lead,Manager,נתניה,https://www.comeet.com/jobs/eitanmedical/C6.00F/operations-excellence-and-npi-lead/ED.A42?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Moon Active,Gaming,l,Anti-Fraud Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/anti-fraud-analyst/79.A1D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Silverfort,Cybersecurity,l,Business Strategy Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/silverfort/54.007/business-strategy-analyst/CD.A4E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Aidoc,Health,l,Senior Data Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/Aidoc/B4.007/senior-data-analyst/6F.946?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Silverfort,Cybersecurity,l,Senior Salesforce Business Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/silverfort/54.007/senior-salesforce-business-analyst/AF.84C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Upstream Security,Cybersecurity,m,Security Research Analyst,Analyst,הרצליה,https://www.comeet.com/jobs/upstream/E4.003/security-research-analyst/E7.A4E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Wiz,Cybersecurity,l,Cloud Security Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/cloud-security-analyst-at-wiz-3434134551?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
BigID,Cybersecurity,l,Engineering Manager- Data Platform,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/engineering-manager-data-platform-at-bigid-4042261214?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Seeking Alpha,Digital Media,l,Senior Data Analyst,Analyst,רעננה,https://il.linkedin.com/jobs/view/senior-data-analyst-at-seeking-alpha-4055467330?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/business.csv
Gett,Automotive,l,Senior Business Analyst B2B- Maternity leave replacement,Analyst,פתח תקווה,https://www.comeet.com/jobs/gett/A0.002/senior-business-analyst-b2b--maternity-leave-replacement/33.84E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-19,jobs/business.csv
Upstream Security,Cybersecurity,m,Data Analyst,Analyst,הרצליה,https://www.comeet.com/jobs/upstream/E4.003/data-analyst/56.44F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-19,jobs/business.csv
Semperis,Cybersecurity,l,Identity Security Research Analyst,Analyst,רמת גן,https://il.linkedin.com/jobs/view/identity-security-research-analyst-at-semperis-4037221020?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-19,jobs/business.csv
ActiveFence,Cybersecurity,l,Webint Analyst,Analyst,רמת גן,https://www.comeet.com/jobs/activefence/D5.005/webint-analyst/50.B4F-D5.20E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/business.csv
DriveNets,Productivity,l,System Architect – Routing and Data Path,Analyst,רעננה,https://www.comeet.com/jobs/drivenets/72.006/system-architect--routing-and-data-path/B5.117?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/business.csv
NICE,Cybersecurity,l,Strategy Analyst Intern (Student Position),Student,רעננה,https://il.linkedin.com/jobs/view/strategy-analyst-intern-student-position-at-nice-4034169969?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/business.csv
Palo Alto Networks,Cybersecurity,xl,Principal Rust Engineer - Data Classification (Prisma Cloud),Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/principal-rust-engineer-data-classification-prisma-cloud-at-palo-alto-networks-4035556879?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-18,jobs/business.csv
Checkmarx,Cybersecurity,l,Pricing & Business Analyst,Analyst,רמת גן,https://www.comeet.com/jobs/checkmarx/C0.008/pricing--business-analyst/8F.A41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
UVeye,Robotics & Automation,m,Data Operations Team Lead,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/data-operations-team-lead-at-uveye-4053140565?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
Citi,Fintech,l,Regulatory Reporting Governance Senior Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/regulatory-reporting-governance-senior-analyst-at-citi-4015105589?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
DataRails,Fintech,m,R&D Team Lead - Data Platform,Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/r-d-team-lead-data-platform-at-datarails-4028601867?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
Armis,Cybersecurity,l,Data Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/data-analyst-at-armis-4000360287?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
Payoneer Global,Fintech,l,Treasury Analyst,Analyst,פתח תקווה,https://il.linkedin.com/jobs/view/treasury-analyst-at-payoneer-4033403910?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
Western Digital,Semiconductors,l,"Senior Business Process Analyst, Contingent Workforce",Analyst,כפר סבא,https://il.linkedin.com/jobs/view/senior-business-process-analyst-contingent-workforce-at-western-digital-4017428116?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
Palo Alto Networks,Cybersecurity,xl,"Senior Engineer, Rust - Data Classification (Prisma Cloud)",Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-engineer-rust-data-classification-prisma-cloud-at-palo-alto-networks-4035130136?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/business.csv
365Scores,Digital Media,l,Data Engineering Team Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/365scores/B3.006/data-engineering-team-lead/81.D37?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
Claroty,Cybersecurity,l,Commission Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/Claroty/F2.004/commission-analyst/6F.849?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
Cynet,Cybersecurity,l,Head of Revenue Operations,Executive,תל אביב - יפו,https://il.linkedin.com/jobs/view/head-of-revenue-operations-at-cynet-security-4050399696?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
Paragon,Cybersecurity,l,Intelligence Operations Specialist,Analyst,אבן יהודה,https://il.linkedin.com/jobs/view/intelligence-operations-specialist-at-paragon-4034298450?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
Wiz,Cybersecurity,l,Cloud Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/cloud-analyst-at-wiz-3829528116?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
Nuvei,Fintech,xl,OCC Monitoring Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/occ-monitoring-analyst-at-nuvei-4032881116?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
NICE,Cybersecurity,l,Data Analyst,Analyst,רעננה,https://il.linkedin.com/jobs/view/data-analyst-at-nice-4014953412?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
Microsoft,Productivity,l,Senior Threat Intelligence Analyst,Analyst,הרצליה,https://il.linkedin.com/jobs/view/senior-threat-intelligence-analyst-at-microsoft-4052302568?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/business.csv
SuperPlay,Gaming,l,Business Data Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/superplay/28.003/business-data-analyst/F2.945?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
Start.io,AdTech,m,BI Team Leader,Manager,נתניה,https://www.comeet.com/jobs/start.io/B2.004/bi-team-leader/64.846?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
Viber,Digital Media,l,Senior Data Engineer,Analyst,בני ברק,https://www.comeet.com/jobs/viber/04.002/senior-data-engineer/58.348?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
VAST Data,Cloud Computing,l,Senior Data Pipelines Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/vastdata/43.001/senior-data-pipelines-engineer/E0.C4F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
Okoora,Fintech,s,Compliance Operations Specialist,Analyst,בני ברק,https://www.comeet.com/jobs/okoora/85.00C/compliance-operations-specialist/E6.B42?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
Nuvei,Fintech,xl,Business Data Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/business-data-analyst-at-nuvei-4048072462?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
Guardz,Cybersecurity,m,Senior Data Engineer,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/senior-data-engineer-at-guardz-4048293139?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
AppsFlyer,AdTech,l,Data Analyst: Go-to-Market,Analyst,הרצליה,https://il.linkedin.com/jobs/view/data-analyst-go-to-market-at-appsflyer-4009289031?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
AppsFlyer,AdTech,l,Client Services Operations Specialist,Analyst,הרצליה,https://il.linkedin.com/jobs/view/client-services-operations-specialist-at-appsflyer-3978995539?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
CyberProof,Cybersecurity,l,L2 SOC Analyst,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/l2-soc-analyst-at-cyberproof-4049055761?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/business.csv
